"Timestamp","Sex","Age","Highest completed level of education","Do you have a significant other?","Which one do you prefer most?","How many sexual partners have you had in the past year ","Would you consider yourself sexually adventurous?","What type of snacks do you prefer?"
"2018/11/15 9:29:24 AM GMT+1","Male","19","Bachelor","No","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:29:35 AM GMT+1","Female","29","Bachelor","Yes","Cuddling","2","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:30:05 AM GMT+1","Female","27","High school","Maybe","Cuddling","2","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:35:18 AM GMT+1","Male","18","High school","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:35:21 AM GMT+1","Male","34","Masters","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 9:36:14 AM GMT+1","Female","23","Bachelor","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:36:33 AM GMT+1","Female","26","Masters","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 9:37:31 AM GMT+1","Female","22","Bachelor","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:38:18 AM GMT+1","Male","32","High school","No","Sex","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 9:38:48 AM GMT+1","Male","24","Bachelor","No","Sex","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 9:41:57 AM GMT+1","Male","19","High school","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:43:44 AM GMT+1","Female","24","Masters","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 9:44:20 AM GMT+1","Male","22","High school","No","Sex","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:44:33 AM GMT+1","Male","18","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:48:59 AM GMT+1","Female","23","Bachelor","No","Cuddling","3","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:50:49 AM GMT+1","Female","28","High school","Yes","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:53:50 AM GMT+1","Male","20","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:55:19 AM GMT+1","Male","19","High school","No","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 9:56:59 AM GMT+1","Female","27","High school","No","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 9:58:37 AM GMT+1","Female","25","High school","No","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:59:21 AM GMT+1","Female","19","High school","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 10:00:36 AM GMT+1","Female","17","High school","No","Sex","0","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 10:02:44 AM GMT+1","Female","17","High school","Yes","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 10:04:56 AM GMT+1","Male","30","Masters","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 10:10:01 AM GMT+1","Male","20","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 10:10:46 AM GMT+1","Male","26","Masters","Yes","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 10:14:22 AM GMT+1","Male","28","Masters","Maybe","Sex","3","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 10:14:55 AM GMT+1","Male","19","High school","No","Sex","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 10:16:02 AM GMT+1","Female","21","Bachelor","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 10:16:05 AM GMT+1","Male","12","PhD","Yes","Cuddling","796","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 10:20:46 AM GMT+1","Agender","24","Masters","No","Cuddling","5","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 10:24:18 AM GMT+1","Female","34","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 10:26:09 AM GMT+1","Male","22","Bachelor","No","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 10:28:59 AM GMT+1","Female","30","Bachelor","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 10:30:58 AM GMT+1","Male","18","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 10:31:54 AM GMT+1","Male","36","High school","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 10:32:19 AM GMT+1","Female","25","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 10:40:04 AM GMT+1","Male","27","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 10:45:57 AM GMT+1","Female","29","Bachelor","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 10:48:11 AM GMT+1","Female","15","High school","Yes","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 10:49:29 AM GMT+1","Female","41","Bachelor","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 10:51:25 AM GMT+1","Male","20","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 10:54:46 AM GMT+1","Gender fluid","27","Bachelor","Yes","Sex","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 10:58:29 AM GMT+1","Male","19","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 11:00:05 AM GMT+1","Male","3.141592653589793238462643383279502884197169399375105820974944592307816406286","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 11:02:25 AM GMT+1","Female","27","High school","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 11:03:02 AM GMT+1","Male","44","High school","Yes","Cuddling","0","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 11:04:45 AM GMT+1","Male","16","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 11:07:13 AM GMT+1","Female","21","High school","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 11:10:09 AM GMT+1","Female","24","Bachelor","No","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 11:10:45 AM GMT+1","Female","18","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 11:10:49 AM GMT+1","Male","20","High school","No","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 11:13:02 AM GMT+1","Male","22","Bachelor","No","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 11:13:55 AM GMT+1","Female","39","Bachelor","No","Cuddling","3","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 11:13:58 AM GMT+1","Female","39","Bachelor","No","Cuddling","3","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 11:14:24 AM GMT+1","Male","17","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 11:17:11 AM GMT+1","Male","19","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 11:17:31 AM GMT+1","Male","49","Bachelor","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 11:20:57 AM GMT+1","Male","24","High school","No","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 11:22:28 AM GMT+1","Female","18","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 11:27:49 AM GMT+1","Male","20","High school","No","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 11:30:04 AM GMT+1","Female","29","High school","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 11:30:18 AM GMT+1","Male","33","Bachelor","No","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 11:31:55 AM GMT+1","Female","20","High school","Maybe","Cuddling","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 11:33:24 AM GMT+1","Male","18","No education","No","Sex","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 11:36:05 AM GMT+1","Female","20","High school","Yes","Cuddling","2","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 11:36:33 AM GMT+1","Male","24","Bachelor","Maybe","Cuddling","3","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 11:39:35 AM GMT+1","Male","20","High school","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 11:41:51 AM GMT+1","Female","18","High school","No","Cuddling","3","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 11:42:07 AM GMT+1","Male","22","High school","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 11:46:55 AM GMT+1","Male","24","Bachelor","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 11:47:18 AM GMT+1","Female","22","Bachelor","No","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 11:47:55 AM GMT+1","Male","21","High school","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 11:50:23 AM GMT+1","Female","18","No education","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 11:50:40 AM GMT+1","Female","16","High school","No","Sex","0","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 11:52:14 AM GMT+1","Female","27","Bachelor","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 11:52:22 AM GMT+1","Female","24","Bachelor","No","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 11:54:11 AM GMT+1","Female","18","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 11:56:19 AM GMT+1","Female","33","Bachelor","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 11:58:48 AM GMT+1","Male","16","High school","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 12:03:44 PM GMT+1","Female","24","High school","No","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 12:03:56 PM GMT+1","Female","24","Bachelor","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 12:04:55 PM GMT+1","Female","","Bachelor","No","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 12:05:58 PM GMT+1","Female","25","Bachelor","Yes","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 12:06:27 PM GMT+1","Female","24","Masters","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 12:07:12 PM GMT+1","","18","High school","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 12:08:19 PM GMT+1","Male","15","No education","No","Sex","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 12:11:01 PM GMT+1","Male","26","Masters","No","Cuddling","6","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 12:14:06 PM GMT+1","Male","51","Bachelor","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 12:15:09 PM GMT+1","non binary","23","Bachelor","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 12:17:42 PM GMT+1","Female","26","Bachelor","No","Sex","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 12:20:18 PM GMT+1","Female","24","Masters","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 12:21:17 PM GMT+1","Female","20","High school","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 12:21:39 PM GMT+1","Male","18","High school","No","Cuddling","0","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 12:22:07 PM GMT+1","Female","20","High school","No","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 12:24:57 PM GMT+1","Male","28","High school","No","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 12:30:06 PM GMT+1","Male","36","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 12:32:20 PM GMT+1","Male","17","High school","No","Cuddling","0","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 12:34:26 PM GMT+1","Female","23","High school","No","Sex","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 12:35:22 PM GMT+1","Male","26","Masters","Yes","Cuddling","5","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 12:38:51 PM GMT+1","Female","19","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 12:39:58 PM GMT+1","Female","30","High school","Yes","Cuddling","3","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 12:40:58 PM GMT+1","Male","25","Bachelor","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 12:44:11 PM GMT+1","Male","23","Bachelor","No","Cuddling","2","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 12:45:06 PM GMT+1","Female","32","Bachelor","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 12:47:12 PM GMT+1","Female","22","Bachelor","No","Sex","3","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 12:50:22 PM GMT+1","Female","24","Masters","Maybe","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 12:50:23 PM GMT+1","Female","23","Bachelor","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 12:50:23 PM GMT+1","Male","20","High school","Yes","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 12:51:02 PM GMT+1","Female","31","PhD","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 12:55:09 PM GMT+1","Male","22","High school","No","Cuddling","3","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 12:55:45 PM GMT+1","Female","19","High school","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 12:57:01 PM GMT+1","Male","24","High school","Yes","Cuddling","2","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 12:57:56 PM GMT+1","Female","27","Masters","No","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 12:58:25 PM GMT+1","Female","22","Bachelor","Yes","Cuddling","2","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 1:03:37 PM GMT+1","Male","32","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 1:07:22 PM GMT+1","Female","18","High school","No","Sex","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 1:07:49 PM GMT+1","Male","22","Bachelor","No","Sex","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 1:10:22 PM GMT+1","Female","25","Masters","Maybe","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 1:12:12 PM GMT+1","Female","21","High school","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 1:12:29 PM GMT+1","Female","21","High school","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 1:13:01 PM GMT+1","Female","24","Bachelor","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 1:16:09 PM GMT+1","Male","22","Bachelor","Yes","Sex","2","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 1:16:49 PM GMT+1","Male","27","Masters","Yes","Sex","3","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 1:19:52 PM GMT+1","Male","18","High school","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 1:21:38 PM GMT+1","Male","42","Bachelor","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 1:23:23 PM GMT+1","Female","22","Bachelor","No","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 1:25:29 PM GMT+1","Female","26","Bachelor","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 1:27:07 PM GMT+1","Female","23","Bachelor","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 1:27:51 PM GMT+1","Female","25","Bachelor","Maybe","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 1:30:04 PM GMT+1","Female","20","Bachelor","No","Cuddling","2","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 1:36:04 PM GMT+1","Female","33","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 1:36:21 PM GMT+1","Female","26","Bachelor","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 1:36:32 PM GMT+1","Female","24","Bachelor","No","Sex","2","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 1:38:30 PM GMT+1","Prefer not to say","","Bachelor","No","Sex","0","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 1:38:33 PM GMT+1","Male","35","Masters","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 1:41:52 PM GMT+1","Female","19","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 1:42:00 PM GMT+1","Male","23","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 1:46:06 PM GMT+1","Male","21","No education","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 1:47:45 PM GMT+1","Male","21","High school","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 1:49:04 PM GMT+1","Male","26","Bachelor","No","Sex","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 1:50:17 PM GMT+1","Female","25","Bachelor","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 1:51:57 PM GMT+1","Male","31","Masters","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 1:56:59 PM GMT+1","Male","34","Masters","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 1:57:23 PM GMT+1","Female","63","Bachelor","No","Sex","3","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 1:58:52 PM GMT+1","Female","18","High school","No","Cuddling","2","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 2:01:12 PM GMT+1","Male","23","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:04:47 PM GMT+1","Male","22","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:06:09 PM GMT+1","Female","27","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 2:06:33 PM GMT+1","Male","20","High school","No","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:08:14 PM GMT+1","Female","21","Bachelor","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 2:10:07 PM GMT+1","Female","","Bachelor","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 2:12:17 PM GMT+1","Male","26","Bachelor","No","Sex","2","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 2:13:00 PM GMT+1","Male","27","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 2:13:56 PM GMT+1","Female","46","Masters","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:14:00 PM GMT+1","Female","46","Masters","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:14:15 PM GMT+1","Female","18","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:25:46 PM GMT+1","Male","23","High school","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 2:33:50 PM GMT+1","Male","39","PhD","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 2:34:57 PM GMT+1","Male","43","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:39:09 PM GMT+1","Male","21","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:46:13 PM GMT+1","Female","21","Masters","No","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:51:09 PM GMT+1","Female","21","Bachelor","Yes","Sex","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 2:52:22 PM GMT+1","Male","24","Bachelor","No","Sex","5","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:00:25 PM GMT+1","Female","23","Bachelor","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:04:33 PM GMT+1","Female","24","Bachelor","Yes","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 3:23:59 PM GMT+1","Male","25","Bachelor","No","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:37:36 PM GMT+1","Male","25","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 3:58:34 PM GMT+1","Female","44","High school","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:01:42 PM GMT+1","Male","26","Bachelor","No","Sex","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:01:46 PM GMT+1","Female","24","Bachelor","Yes","Sex","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:09:00 PM GMT+1","Male","22","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:16:38 PM GMT+1","Male","36","Masters","No","Cuddling","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:16:54 PM GMT+1","Female","19","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:17:43 PM GMT+1","Male","18","High school","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 4:32:33 PM GMT+1","Female","23","Bachelor","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 4:54:59 PM GMT+1","Male","38","PhD","Maybe","Sex","3","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 5:07:44 PM GMT+1","Female","63","High school","Maybe","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 5:09:00 PM GMT+1","Male","31","Bachelor","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
